index,eval_sample,Cat,Interesting
156,",
 // ARISING OUT OF THE USE OF THIS SOFTWARE AND ITS DOCUMENTATION, EVEN IF
 // THE UNIVERSITY OF CALIFORNIA HAS BEEN ADVISED OF THE POSSIBILITY OF
 // SUCH DAMAGE. THE UNIVERSITY OF CALIFORNIA SPECIFICALLY DISCLAIMS ANY
 // WARRANTIES, INCLUDING, BUT NOT LIMITED TO, THE IMPLIED WARRANTIES OF
 // MERCHANTABILITY AND FITNESS FOR A PARTICULAR PURPOSE. THE SOFTWARE
 // PROVIDED HEREUNDER IS ON AN ""AS IS"" BASIS, AND THE UNIVERSITY OF
 // CALIFORNIA HAS NO OBLIGATIONS TO PROVIDE MAINTENANCE, SUPPORT,
 // UPDATES, ENH",L,
157,"setRequestURI(""/api/test"");
  MockHttpServletResponse response = new MockHttpServletResponse();
  MockFilterChain filterChain = new MockFilterChain();
  jwtFilter.doFilter(request, response, filterChain);
  assertThat(response.getStatus()).isEqualTo(HttpStatus.OK.value());
  assertThat(SecurityContextHolder.getContext().getAuthentication()).isNull();
  }
 
  @Test
  public void testJWTFilterWrongScheme() throws Exception {
  UsernamePasswordAuthenticationToken authentication = new UsernamePasswordAuthenticationToken(
  ""test-user"",
  ""test-password"",
  Collections.singletonList(new SimpleGrantedAuthority(AuthoritiesConstants.USER))
  );
  String jwt = tokenProvider.createToken(authentication, false);
  MockHttpServletRequest request = new MockHttpServletRequest",T,
158,"}
 
  if (s.equals(NEG_INFINITY_STRING)) {
  sign = (byte) -1;
  nans = INFINITE;
  return;
  }
 
  if (s.equals(NAN_STRING)) {
  sign = (byte) 1;
  nans = QNAN;
  return;
  }
 
  // Check for scientific notation
  int p = s.indexOf(""e"");
  if (p == -1) { // try upper case?
  p = s.indexOf(""E"");
  }
 
  final String fpdecimal;
  int sciexp = 0;
  if (p!= -1) {
  // scientific notation
  fpdecimal = s.substring(0, p",C,
159,"} else if (t.isStartTag() && t.asStartTag().name().equals(""head"")) {
  Element head = tb.insert(t.asStartTag());
  tb.setHeadElement(head);
  tb.transition(InHead);
  } else if (t.isEndTag() && (StringUtil.in(t.asEndTag().name(), ""head"", ""body"", ""html"", ""br""))) {
  tb.process(new Token.StartTag(""head""));
  return tb.process(t);
  } else if (t.isEndTag()) {
  tb.error(this);
  return false;
  } else {
  tb.process(new Token.",C,
160,"Radius = 19;
  public static final int ConstraintLayout_Layout_layout_constraintDimensionRatio = 20;
  public static final int ConstraintLayout_Layout_layout_constraintEnd_toEndOf = 21;
  public static final int ConstraintLayout_Layout_layout_constraintEnd_toStartOf = 22;
  public static final int ConstraintLayout_Layout_layout_constraintGuide_begin = 23;
  public static final int ConstraintLayout_Layout_layout_constraintGuide_end = 24;
  public static final int ConstraintLayout_Layout_layout_constraintGuide_percent = 25;
  public static final int ConstraintLayout_Layout_layout_constraintHeight_default",DI,
161,"log.info(""Filtering metrics logs from all appenders except the {} appender"", LOGSTASH_APPENDER_NAME);
  OnMarkerEvaluator onMarkerMetricsEvaluator = new OnMarkerEvaluator();
  onMarkerMetricsEvaluator.setContext(context);
  onMarkerMetricsEvaluator.addMarker(""metrics"");
  onMarkerMetricsEvaluator.start();
  EvaluatorFilter<ILoggingEvent> metricsFilter = new EvaluatorFilter<>();
  metricsFilter.setContext(context);
  metricsFilter.setEvaluator(onMarkerMetricsEvaluator);
  metricsFilter.setOnMatch(FilterReply.DENY);
  metricsFilter.start();
 
  for (ch.qos.logback.classic.Logger logger : context.getLoggerList()) {",C,
162,"a display generated by the Derivative Works, if and
  * wherever such third-party notices normally appear. The contents
  * of the NOTICE file are for informational purposes only and
  * do not modify the License. You may add Your own attribution
  * notices within Derivative Works that You distribute, alongside
  * or as an addendum to the NOTICE text from the Work, provided
  * that such additional attribution notices cannot be construed
  * as modifying the License.
  *
  * You may add Your own copyright statement to Your modifications and
  * may provide additional or different license terms and conditions
  * for use, reproduction, or distribution of Your",L,
163,"ing for research
  * purposes, typically performed in IMS test-beds.
  *
  * Users of the Open Source IMS Core System have to be aware that IMS
  * technology may be subject of patents and licence terms, as being
  * specified within the various IMS-related IETF, ITU-T, ETSI, and 3GPP
  * standards. Thus all Open IMS Core users have to take notice of this
  * fact and have to agree to check out carefully before installing,
  * using and extending the Open Source IMS Core System, if related
  * patents and licenses may become applicable to the intended usage
  * context. 
  *
  * You should have received",L,
164,"i>package</i>:][<i>type</i>:]<i>name</i></code>"".
  */
  public static final int actionBarTabBarStyle=0x7f010008;
  /** Default style for tabs within an action bar 
  <p>Must be a reference to another resource, in the form ""<code>@[+][<i>package</i>:]<i>type</i>:<i>name</i></code>""
 or to a theme attribute in the form ""<code>?[<i>package</i>:][<i>type</i>:]<i>name</i></code>"".
  */
  public static final int actionBarTabStyle=0x7f010007;
  /** <",DO,
165,"1, Object value2, String property) {
  if (value1 == null || value2 == null) {
  throw new RuntimeException(""Between values for "" + property + "" cannot be null"");
  }
  criteria.add(new Criterion(condition, value1, value2));
  }
 
  public Criteria andIdIsNull() {
  addCriterion(""id is null"");
  return (Criteria) this;
  }
 
  public Criteria andIdIsNotNull() {
  addCriterion(""id is not null"");
  return (Criteria) this;
  }
 
  public Criteria andIdEqualTo(Long value) {
  addCriterion(""id ="", value, ""id"");
  return (Criteria) this;
  }
 
  public Criteria andIdNotEqualTo(",C,
166,"(..)) or execution(* *.junk19(..)) or execution(* *.junk20(..)) or execution(* *.junk21(..)) or execution(* *.junk22(..)) or execution(* *.junk23(..)) or execution(* *.junk24(..)) or execution(* *.junk25(..)) or execution(* *.junk26(..)) or execution(* *.junk27(..)) or execution(* *.junk28(..)) or execution(* *.junk29(..)) or execution(* *.target(..)))"")
  public Object onTarget(ProceedingJoinPoint joinPoint) throws Throwable {
  int res = (int) joinPoint.proceed();
  
  for",C,
167,");
  } else if (isMediaDocument(imageUri)) {
  String docId = DocumentsContract.getDocumentId(imageUri);
  String[] split = docId.split("":"");
  String type = split[0];
  Uri contentUri = null;
  if (""image"".equals(type)) {
  contentUri = MediaStore.Images.Media.EXTERNAL_CONTENT_URI;
  } else if (""video"".equals(type)) {
  contentUri = MediaStore.Video.Media.EXTERNAL_CONTENT_URI;
  } else if (""audio"".equals(type)) {
  contentUri = MediaStore.Audio.Media.EXTERNAL_CONTENT_URI;
  }
  String selection = MediaStore.Images.",C,
168,"AuditEventType(""test-type"");
  testOtherUserEvent.setAuditEventDate(oneHourAgo);
  }
 
  @Test
  public void testFindAfter() {
  persistenceAuditEventRepository.save(testUserEvent);
  persistenceAuditEventRepository.save(testOldUserEvent);
 
  List<AuditEvent> events =
  customAuditEventRepository.find(Date.from(testUserEvent.getAuditEventDate().minusSeconds(3600)));
  assertThat(events).hasSize(1);
  AuditEvent event = events.get(0);
  assertThat(event.getPrincipal()).isEqualTo(testUserEvent.getPrincipal());
  assertThat(event.getType()).isEqualTo(testUserEvent.getAudit",T,
169,"a reference to another resource, in the form ""<code>@[+][<i>package</i>:]<i>type</i>:<i>name</i></code>""
 or to a theme attribute in the form ""<code>?[<i>package</i>:][<i>type</i>:]<i>name</i></code>"".
  */
  public static final int actionModeSplitBackground=0x7f01003d;
  /** <p>Must be a reference to another resource, in the form ""<code>@[+][<i>package</i>:]<i>type</i>:<i>name</i></code>""
 or to a theme attribute in the form ""<code>?[<i>package</i>:][<i>type</i>:]<",DO,
170,"Start_toStartOf = 40;
  public static final int ConstraintLayout_Layout_layout_constraintTop_creator = 41;
  public static final int ConstraintLayout_Layout_layout_constraintTop_toBottomOf = 42;
  public static final int ConstraintLayout_Layout_layout_constraintTop_toTopOf = 43;
  public static final int ConstraintLayout_Layout_layout_constraintVertical_bias = 44;
  public static final int ConstraintLayout_Layout_layout_constraintVertical_chainStyle = 45;
  public static final int ConstraintLayout_Layout_layout_constraintVertical_weight = 46;
  public static final int ConstraintLayout_Layout",DI,
171,"Layout_Layout_layout_constraintCircleAngle = 18;
  public static final int ConstraintLayout_Layout_layout_constraintCircleRadius = 19;
  public static final int ConstraintLayout_Layout_layout_constraintDimensionRatio = 20;
  public static final int ConstraintLayout_Layout_layout_constraintEnd_toEndOf = 21;
  public static final int ConstraintLayout_Layout_layout_constraintEnd_toStartOf = 22;
  public static final int ConstraintLayout_Layout_layout_constraintGuide_begin = 23;
  public static final int ConstraintLayout_Layout_layout_constraintGuide_end = 24;
  public static final int ConstraintLayout_Layout",DI,
172,"criteria);
  }
  return criteria;
  }
 
  protected Criteria createCriteriaInternal() {
  Criteria criteria = new Criteria();
  return criteria;
  }
 
  public void clear() {
  oredCriteria.clear();
  orderByClause = null;
  distinct = false;
  }
 
  protected abstract static class GeneratedCriteria {
  protected List<Criterion> criteria;
 
  protected GeneratedCriteria() {
  super();
  criteria = new ArrayList<Criterion>();
  }
 
  public boolean isValid() {
  return criteria.size() > 0;
  }
 
  public List<Criterion> getAllCriteria() {
  return criteria;
  }
 
  public List<Criterion> getCriteria() {
  return criteria;
  }
 
  protected void addCriterion(String condition)",C,
173,"x7f020026;
  public static final int alpha = 0x7f020027;
  public static final int alphabeticModifiers = 0x7f020028;
  public static final int arrowHeadLength = 0x7f020029;
  public static final int arrowShaftLength = 0x7f02002a;
  public static final int autoCompleteTextViewStyle = 0x7f02002b;
  public static final int autoSizeMaxTextSize = 0x7f02002c;
  public static final int autoSizeMinTextSize =",DI,
174,"f040009;
  public static int design_bottom_sheet_slide_in=0x7f04000a;
  public static int design_bottom_sheet_slide_out=0x7f04000b;
  public static int design_fab_in=0x7f04000c;
  public static int design_fab_out=0x7f04000d;
  public static int design_snackbar_in=0x7f04000e;
  public static int design_snackbar_out=0x7f04000f;
  }
  public static final",DI,
175,"* Rodrigo Avellar Silveira
 * Rosana Carvalho Barbosa
 * Sávio Luiz de Andrade Cavalcante
 * Tai Mu Shih
 * Thiago Augusto Souza do Nascimento
 * Tiago Moreno Rodrigues
 * Vivianne Barbosa Sousa
 *
 * Este programa é software livre; você pode redistribuí-lo e/ou
 * modificá-lo sob os termos de Licença Pública Geral GNU, conforme
 * publicada pela Free Software Foundation; versão 2 da
 *",DO,
176,"static final int colorButtonNormal = 0x7f020050;
  public static final int colorControlActivated = 0x7f020051;
  public static final int colorControlHighlight = 0x7f020052;
  public static final int colorControlNormal = 0x7f020053;
  public static final int colorError = 0x7f020054;
  public static final int colorPrimary = 0x7f020055;
  public static final int colorPrimaryDark = 0x7f020056;
  public static final int colorSwitch",DI,
177,"10570, 0x7f0300d7, 0x7f0300df, 0x7f0300e0, 0x7f0300e1, 0x7f030208 };
  public static final int FontFamilyFont_android_font = 0;
  public static final int FontFamilyFont_android_fontWeight = 1;
  public static final int FontFamilyFont_android_fontStyle = 2;
  public static final int FontFamilyFont_android_ttcIndex = 3;
  public static final int FontFamilyFont_android_fontVariationSettings = 4",DI,
178,"t.advanceTransition(RawtextEndTagOpen);
  } else {
  t.emit('<');
  t.transition(Rawtext);
  }
  }
  },
  RawtextEndTagOpen {
  void read(Tokeniser t, CharacterReader r) {
  readEndTag(t, r, RawtextEndTagName, Rawtext);
  }
  },
  RawtextEndTagName {
  void read(Tokeniser t, CharacterReader r) {
  handleDataEndTag(t, r, Rawtext);
  }
  },
  ScriptDataLessthanSign {
  void read(Tokeniser t, CharacterReader r) {
  switch (r.consume()) {
  case '/':
  t.createTemp",C,
179,"and (c) there is clear notice in each modified Data File or
  * in the Software as well as in the documentation associated with the Data
  * File(s) or Software that the data or software has been modified.
  *
  * THE DATA FILES AND SOFTWARE ARE PROVIDED ""AS IS"", WITHOUT WARRANTY OF ANY
  * KIND, EXPRESS OR IMPLIED, INCLUDING BUT NOT LIMITED TO THE WARRANTIES OF
  * MERCHANTABILITY, FITNESS FOR A PARTICULAR PURPOSE AND NONINFRINGEMENT OF
  * THIRD PARTY RIGHTS. IN NO EVENT SHALL THE COPYRIGHT HOLDER OR HOLDERS
  * INCLUDED IN THIS NOTICE BE LIABLE FOR ANY CLAIM, OR ANY SPECIAL INDIRECT OR
  * CONSEQUENTIAL DAMAGES, OR ANY DAMAGES WHATSOEVER RESULTING FROM LOSS OF USE,",L,
180,"package</i>:][<i>type</i>:]<i>name</i></code>"".
  */
  public static final int actionModeCloseDrawable=0x7f01003e;
  /** Drawable to use for the Copy action button in Contextual Action Bar 
  <p>Must be a reference to another resource, in the form ""<code>@[+][<i>package</i>:]<i>type</i>:<i>name</i></code>""
 or to a theme attribute in the form ""<code>?[<i>package</i>:][<i>type</i>:]<i>name</i></code>"".
  */
  public static final int actionModeCopyDrawable=0x7f010040;",DO,
181,"action button in Contextual Action Bar
  * <p>May be a reference to another resource, in the form
  * ""<code>@[+][<i>package</i>:]<i>type</i>/<i>name</i></code>"" or a theme
  * attribute in the form
  * ""<code>?[<i>package</i>:]<i>type</i>/<i>name</i></code>"".
  */
  public static final int actionModeCutDrawable=0x7f030014;
  /**
  * Drawable to use for the Find action button in WebView selection action modes
  * <p>May be a reference to another resource, in the form
  * ""<code>@[+][<i>package</i>:]<i",DO,
182,"/**
  * Each entry in this array is an array of integers. Each array
  * of integers represents a sequence of tokens (by their ordinal
  * values) that is expected at this point of the parse.
  */
  public int[][] expectedTokenSequences;
 
  /**
  * This is a reference to the ""tokenImage"" array of the generated
  * parser within which the parse error occurred. This array is
  * defined in the generated...Constants interface.
  */
  public String[] tokenImage;
 
  /**
  * It uses ""currentToken"" and ""expectedTokenSequences"" to generate a parse
  * error message and returns it. If this object has been created
  * due to a parse error, and",DO,
